username,userId,entryTitle,entryTitleId,entryId,entry,entryDate
endemikdavar,1225362,gloria jean's coffees,789952,94733832,"az önce istanbul havalimanı iç hatlar şubesinde, uçağıma daha 2 saat var kahve zaten starbucks’dan içmiştim buzlu hafif birşeyler içeyim dedim, tek değişik şey oregon chai tea idi, şekerli birşey mi bu dedim ? hayır dedi. ok onu alayım dedim, ilk yudumda şeker komasına giriyordum dedim ki bu ne şekerli bu ? hayır dedi karıştırmadığınız için dibinden içmişsiniz çok gelmiş, karıştırdı bana geri uzattı. dedim ki beyefendi karıştırmanız ne değiştirdi hala şekerli birşey bu ? şeker yok, baharat o diyor hala ve ben o sırada ağzımda erimemiş şekerleri çıkarıyorum. dedim yok bu başka bişi, iced latte verin hanfendiye dedi gitti adam :) ya ben kahve içmek istesem zaten kahve söylerim dedim hadi alayım iced latte, yanmış plastik kokuyordu kahve, yanmış kablo kemirmişim gibiydi, attım.",01.09.2019 07:15
endemikdavar,1225362,balığa limon sıkılır mı sorunsalı,470614,94522030,"biz limonla kalmayıp hatta tercihen nerdek( ev yapımı nar ekşisi) , tuz, sarımsak üçlemesini kullanırız. bu sos sürülmüş tava balığı sabah kahvaltıda bile yerim. ama balık zeytinyağda kızaracak. ızgara/fırın balıklar içinse limon tercih ederim, limon tuz sarmısak tadı böyle güzel.yer bildirimi : ege spor.",27.08.2019 18:33 ~ 28.08.2019 10:15
endemikdavar,1225362,idam cezası geri gelsin,796277,94369604,"yaşanan her olayda içimiz soğusun diye faillerin de aynı acıları çekmesini, gerekirse sürünerek yalvararak ölmesini istiyoruz, ben de istiyorum.ancak, kadını, kocasından, saplantılı takipçisinden koruyamayan yasa koyucularımızın, idam gibi geri dönüşü olmayan bir cezalandırma sistemini getirince kendi faydalarına kullanmayacağından kim emin olabilir ? kaldı ki son yıllarda yasa koyucumuz kendisi çıkarıp, onaylayıp yürürlüğe sokabilen bir (1) kişi olduğu için, bunu cumhurbaşkanına hakaret edene de uygulamayacağından kim emin olabilir ? ya da gerçekten aç olduğu için bir kuru ekmek çalan hırsıza ? lütfen böyle şeyler isterken, yarın bir gün yanlış anlaşılmayla yargılansam, suçsuzluğuma kimseyi inandıramazsam bana da bunu uygularlar mı diye düşünün. açın okuyun devletin 20-30 yıl sonra pardon dediği yıllarca haksızca hapiste tutulmuş insanların hayatını. benim başıma gelmez demeyin, zaman öyle bir zaman ki herkese herşey her an olabilir.",24.08.2019 07:12
endemikdavar,1225362,kadın cinayetlerini önlemenin yolu,4694645,94349060,"kadın cinayetlerini önlemenin bir yolu da, sözlükte dul kadın kolay verir, boşanan kadına nafaka verilmesin, boşanmış kadın şudur budur gibisinden başlıklar açmayarak mümkün olabilir. o aşırı zengin boşananlar hariç kimse yü milyarlar vermiyor boşandığı karısına, çocuğuna. müşterek çocukları için verdiği katılım payını aman başka bir erkeğe bununla çay ısmarlar düşüncesiyle oluyor bunlar.",23.08.2019 19:24
endemikdavar,1225362,youtube'da hayvan videoları çeken çocuk,6147374,94203848,"uzun zamandır bir çocuğa sempati duymamıştım çünkü uzun zamandır aklı başında, ilgili,bilgili doğayı, hayvanları seven çocuk görmemiştim. anne babasına tebriklerimi iletiyor güzel kardeşimizin kanalına hemen abone oluyorum.",20.08.2019 18:41
endemikdavar,1225362,ölüdeniz'de 1 waffle için 80 tl ödemek,6148171,94187597,45 derece sıcakta nasıl waffle yiyebiliyorsunuz benim kafam oraya takıldı.,20.08.2019 11:41
endemikdavar,1225362,geceye almanca bir cümle bırak,6144441,94034294,mein gott mein gott sechs kinder kein brot.,17.08.2019 04:53
endemikdavar,1225362,emlakçı kira komisyonunu ev sahibinden almalıdır,6138446,93792618,"8 yıldır yurtdışında alıştığım sistem buydu, asla cebimden ekstra bir para çıkmadı emlakçı için. şimdi tekrar antalya’ya taşınacağım ve olaylar şöyle ; 3000 tl lik bir ev bulduk, 3000 tl ilk kira + 3000 deposit ( daha yüksek olabilir) +3000 tl emlakçı komisyonu. yani boş eve girmeden cebimizden çıkan para 9.000 tl, eğer remaxx, reality world vs ise emlakçı ilave yüzdeli bir komisyon daha alıyorlar. henüz eşya almadım, eşya vesaire toplamı ile peşinat yapıp ev mi alsam diye düşünmüyor değilim. bu gerçekten çok saçma, asıl el atılması gereken mevzu budur. nereyi imzalıyoruz ?",11.08.2019 18:28
endemikdavar,1225362,genç annelerdeki bebeğime dokunma şımarıklığı,6133504,93611804,"ben dokunmamaya okeyim ama ne olur onlar da günde bin beşyüz kere çocuklarının storysini atmasınlar. çocuğu parka, denize havuza götürdün 1-2 bilemedin 3 tane story, foto attın ona ben de okeyim ama çocuğun o günkü tüm macerasını storylerden video, gönderilerden de fotoğraf olarak izliyoruz, neden ? dediğim gibi 1-2 ok hatıradır ama karınca duası gibi napıyosunuz ya, bırakın telefonu, gidip oynasanızla çocukla.",07.08.2019 10:38
endemikdavar,1225362,bir erkeği değiştirmeye çalışmak,5013332,93028113,"kadınlar sizin özelliklerinize aşık olup, sonra onları sizden almaya çalışmıyor arkadaşlar onu bi geçeceksiniz. kadınlar, bu adamın eksileri bunlar ama artıları da bunlar, ben bu eksileri düzeltirim diye yola çıkıyorlar. sıkıntı düzeltemeyenlerde çıkıyor ve sonrası malum ayrılık. örnek vermek gerekirse, kocam 35 yaşından sonra kitap okumaya başladı, beni idare etmek için değil üstelik, artık kendine kitap siparişi verecek kadar kitap okuyor.",24.07.2019 19:39
