username,userId,entryTitle,entryTitleId,entryId,entry,entryDate
iznogoud,464712,bmc tulga,6186903,95693384,"bunu mu demek istediniz:""bmc tuğla""",23.09.2019 01:39
iznogoud,464712,adore oyuncak,1826840,95675406,"oyuncağın konusu fıçı içinde oturan bir korsana kılıç batırma. eğer isabet ederse korsan acıdan zıplıyor. arkadaşlar buna ""şakacı korsan"" adını uygun görmüşler.oyuncağın konusu uyuklayan bir yaşlı kadına çaktırmadan önündeki bisküvileri almak. kadın uyanırsa panikle ağzındaki takma dişler fırlıyor. uygun gördükleri isim: ""cingöz nine""çalışanlarınızın hiçbirinin mi haberi yok sattıkları şeylerin içeriğinden?",22.09.2019 18:34
iznogoud,464712,başkent üniversitesi hastanesi,313411,95576269,hastanın durumunun acil olmadığını 10 metreden bakarak anlayan acil servis doktorlarına sahip hastane.,20.09.2019 01:48 ~ 10:25
iznogoud,464712,skoda octavia,134827,95573900,burda tok kapılı arabalar kadar ilgi görmese de yıllardır avrupa'nın bir sürü ülkesinin en çok satan araba modelidir:sırbistançekyaestonyapolonya isviçregeri kalanlarda da genelde ilk üçte.https://www.autocar.co.uk/…ar-cars-europe-–-country,20.09.2019 00:37 ~ 01:31
iznogoud,464712,flash,33344,95557367,"chrome sürüm 76 ile birlikte sürekli ""flash player will no longer be supported after december 2020 / turn off"" bannerını gözümüze sokmaya devam etmektedir. diyor ki apple, facebook, google, microsoft and mozilla, adobe elele verdik ve şalterini indirdik. bu ne gereksiz bir kin ve nefrettir?",19.09.2019 17:56
iznogoud,464712,plasma,71580,95525725,(bkz: discreet plasma),18.09.2019 22:34
iznogoud,464712,discreet plasma,6184027,95525650,"discreet'in 3dsmax'in sahibi olduğu dönemde vektörel çıktı alınsın diye geliştirdiği max'ın çok sınırlı sürümü 3d program (yıl 2002).1.0 versiyonundan ileri gidemeyip kepenkleri indirdi. nasıl bir yokluksa, hala bazen illustrator'de çizmeyi beceremediğim şeyleri modellemek için arşivimden çıkarıp kuruyorum. alternatiflere açığım.",18.09.2019 22:32
iznogoud,464712,verikaynagi.com,5977760,95478123,ülkedeki işe yarar diğer siteler gibi ilgisizlikten yok olmaz inşallah dediğim site.,17.09.2019 20:16
iznogoud,464712,fakin the funk,6182718,95475840,mesela 320 kbps diye indirip dinlediğiniz mp3'ün gerçekten o kalitede olup olmadığını söyleyen program. internet 192'leri falan 320 gösterip indirten üçkaatçılarla dolu çünkü. https://fakinthefunk.net/,17.09.2019 19:08
iznogoud,464712,google one,5652487,95244795,"ödemeyi kesince sadece upload'un engellendiği, dosyalara erişimin kesilmediği hizmet.yani diyor ki bütün dosyalarını film arşivini falan 29 liraya buraya koy, hayatın boyunca istediğin yerden indir.kesin bi pislik var.",12.09.2019 11:14
iznogoud,464712,ibb logosunun çalıntı çıkması,6175184,95207718,"shutterstock’tan kullanım hakkı satın alınmış vektördür, logo değildir. parasını veren logo olarak kullanamaz.shutterstock tos'a göre yasal değildir:using images for logos and trademarks""the purchase of a shutterstock image entitles our customers to many benefits, depending on the type of license they choose to purchase. however, our shutterstock terms of service does not allow photos or vectors to be used as a logo, as part of a logo or as a trademark. ""yani;""shutterstock kullanım koşulları fotoğraf ve vektörlerin logo, logonun bir parçası veya ticari marka olarak kullanılmasına izin vermez.""",11.09.2019 15:09 ~ 15:11
iznogoud,464712,ibb tv'nin stok resim kullanarak logo değiştirmesi,6175058,95206140,"shutterstock tos'a göre yasal değildir:using images for logos and trademarks""the purchase of a shutterstock image entitles our customers to many benefits, depending on the type of license they choose to purchase. however, our shutterstock terms of service does not allow photos or vectors to be used as a logo, as part of a logo or as a trademark. ""edit: yani diyor ki""shutterstock kullanım koşulları fotoğraf ve vektörlerin logo, logonun bir parçası veya ticari marka olarak kullanılmasına izin vermez.""",11.09.2019 14:24 ~ 14:47
iznogoud,464712,ay'a inilir mi çıkılır mı sorunsalı,6170349,95035148,intikal edilir.,07.09.2019 20:53
iznogoud,464712,kilolu kızları daha seksi bulmak,5882569,95034762,(bkz: fernando botero),07.09.2019 20:46
iznogoud,464712,m-disc,2976864,94926346,aradan onca yıl geçmesine rağmen alınabilir fiyatlara düşmemiş teknoloji.750 liradan düşük blu-ray writer yok. yazdığın veriye on yıl sonra ulaşabilmek bu kadar pahalı olmamalı.,05.09.2019 12:13
iznogoud,464712,ptt'de kilitli kalmak,6156653,94493729,"migros'ta mesaisi biten kasiyer sıraya yeni gelen adama ""beyefendi kasa kapalı"" diyor, gelen beyefendi de olay çıkarmadan gidiyor. ptt çalışanlarını bunu söyleyecek medeni cesareti olmayan veya insanların yüzüne bakamayanlardan mı seçiyorlar?",27.08.2019 00:51
iznogoud,464712,türkiye'de 1.0 motor araçların çoğalması,6168480,94444348,"1.0 lt, 1250 kg arabam bir önce kullandığım 850 kiloluk 1.6 aracı aratmadığı içindir (dolu iken dik yokuşlar hariç).ayrıca istanbul- antalya 4.1 lt ortalama (klima açık)",25.08.2019 23:28
iznogoud,464712,sokak köpeği,53384,94201184,"sayelerinde sokağımızda artık ""sokak kedisi"" ve ""sokak kirpisi"" kalmamıştır.",20.08.2019 17:29
iznogoud,464712,tasarruflu ampul,882297,93889818,neyse ki dönemi kapanmış ampuldür. bir ara tasarrufsuzundan bulmak için o koçtaş senin bu bauhaus praktiker benim dolaştığımı hatırlıyorum.neyse ki led var artık. hem zehirsiz hem az yakıyor hem de zırt pırt patlamıyor.,14.08.2019 01:23
iznogoud,464712,funny games filminin komik olmaması,6138325,93767154,"aslinda adı ""çılgın dostlar aileye karşı"" olması gerekmesi.",11.08.2019 00:43 ~ 14.08.2019 10:42
iznogoud,464712,1 ağustos 2019 köpeğe çarpıp kaçan araç,6129815,93518003,"hurriyet'e yeni düşen bir haber: yarış atları trafiği birbirine kattı 3 at telef olduatlara çarpan arabalar kaçamamış, gidin onlardan alın 20 30 bin lira. sonra da şöyle deyin:""biraz empati yapmak çok mu zor, sizin için cok önemli birini, bir canlıyı kaybettiğinizi düşünün, nasıl tepki verirsiniz?"" ne işi var burda atların falan derse de ""sorduğun sorunun, 'mini etek giymesemiş, o saatte kızının orada ne işi varmış' diyenlerden en ufak farkı yok."" deyin.saçma mı? bence de.",05.08.2019 02:48 ~ 03:08
iznogoud,464712,m toys,6131380,93499801,"migros'un oyuncak markası. etiketinde genelde ""ihracatçı firma: çançinçon ltd"" yazar.",04.08.2019 19:52
iznogoud,464712,xipoo,6131377,93499648,migros'un lego çakması ürünlerini sattığı (bkz: m toys) %100 lego uyumlu çin markası. ayrıca (bkz: lepin),04.08.2019 19:48
iznogoud,464712,köpeksiz sokaklar istiyoruz,3560673,93484685,"yaşasın herkes madde paylaşıyor.bu da türk ceza kanunundan gelsin o zaman... 5327 sayılı kanunu 177 maddesi:gözetimi altında bulunan hayvanı başkalarının hayatı veya sağlığı bakımından tehlikeli olabilecek şekilde serbest bırakan veya bunların kontrol altına alınmasında ihmal gösteren kişi, altı aya kadar hapis veya adlî para cezası ile cezalandırılır. (suçun oluşması için köpeğin veya evcil hayvanınızın herhangi bir fiziksel ya da maddi zarar vermesi gerekmez. salınık ya da gerekli güvenlik sağlanmadan hayvanın başıboş bırakılması suçun oluşması için yeterlidir.)ısırması ve/veya zarar vermesi halinde ise borçlar kanununa göre ise ısırılırsa veya fiziksel zarar görürse mağdur kişi taksirle adam yaralamadan dolayı tazminat davası açabilir maddi olarak zarar görür ise zararının karşılanması için dava açabilir.yani diyor ki kanun; köpeğiniz varsa çıkarın tasmasını inkar edin sizin olduğunu, salın sokağa. onu bunu ısırsın yesin, sıçsın ortalığa, onun doğal ortamı olarak kabul edilsin ve kutsansın. araba altında kalırsa ezilirse ederse falan da ""ühü sevgili hayvanım benim"" diyerek ortamlarda coşar like toplar hatta para falan da koparabilirsiniz.",04.08.2019 13:06 ~ 13:22
iznogoud,464712,steamboat willie,448706,93284630,lego'nun mickey'nin 90. doğum gününe özel siyah beyaz olarak satışa çıkarttığı set. fiyatı 599 gayme.,30.07.2019 22:17
iznogoud,464712,biruni üniversitesi,4003425,93175592,"sitesindeki ""biruni'de yaşam"" bölümündeki fotoğraflara göre okul sürekli sırıtan on öğrenci ile dönüyor. kâh birbirlerine bilgisayardan birşeyler gösteriyorlar, kâh gitar çalıp orda burda kahve falan içiyorlar.",28.07.2019 10:37
iznogoud,464712,hatırlanan en eski dizi,6121615,93133995,(bkz: selena)bazen etrafımdakileri de tanımıyorum.,27.07.2019 09:03
iznogoud,464712,adobe creative cloud,3255630,92987298,2019 versiyonunun bilgisayarımı kullanılmaz hale getirdiği uygulama. dakikalarca rüzgar gülü seyrettiriyor. lisanslı adobe'mi silip crack 2018 aramaya başladım.,23.07.2019 20:26
iznogoud,464712,illustrator,126484,92713327,"2019 sürümünü kullanmaya başladığım günden beri bilgisayarımın kendine gelmediği uygulama. donmalar, takılmalar, coşkunluklar.. (illustrator 23.0.4, macos mojave 10.14.5)",17.07.2019 10:33
iznogoud,464712,paribu,5302435,92457007,"2017'de yazmışım 100×30 piksel boyutunda haftalık değişim grafiği mi olur diye, dikkate alıp kaldırmışlar sağolsunlar.",11.07.2019 12:29
iznogoud,464712,thunderbolt to gigabit ethernet adapter,6102992,92404975,"interneti kablolu kullanmak isteyenlere yönelik, rj-45 portu olmayan mac kompüterler için 10/100/1000base-t network olanağı sağlayan adaptör. hemen yanındaki usb portunu wireless mouse vs için kullanmak isteyenler mouse'un belli aralıklarla hoplayıp zıplamasından/ donmasından mütevellit kafayı yer ve küfreder. sorun bu adaptörün yarattığı dalgaların mouse alıcısıyla interfere etmesidir.",10.07.2019 10:06
iznogoud,464712,disneyland'daki ilginç kavga,6101928,92366303,pembeli adam dışındakilerin bot olduğunu düşündüğüm ortam. bir de map hatalı herkes birbirinin içinden geçebiliyor.,09.07.2019 13:57
iznogoud,464712,unifying,2672592,92310452,"sinyallerinin alüminyumu geçemediğini düşündüğüm teknoloji. macbook pro'nun sol portuna taktığımda sağ tarafta, sağ portuna taktığımda sol tarafta kullanamıyorum. 30 metreden kullanıyormuşum gibi atlaya zıplaya gidiyor cursor. bir de iki alıcı taktığımda (diğer bilgisayarın mouse'unu takıyorum arada) coşuyor, saçmalıyor.",08.07.2019 09:53
iznogoud,464712,confortable numb,6096575,92284105,alışverişini şok'tan yapan bir yazar şikayetidir._,07.07.2019 18:58
iznogoud,464712,almadığı dondurmayı yalayan kadına hapis cezası,6098027,92278701,bizdeki aoç dondurmasının da neden hala 1950'lerden kalma tekniklerle paketlendiğini sorgulatır. kapakların çoğu içeriğe isabet etmiyor.,07.07.2019 16:23
iznogoud,464712,32 yaşında erkek 17 yaşında kız ilişkisi,4820720,92277827,marketten tek başına sigara alması ve kazı kazan oynaması yasak bir çocukla ondan istifade eden adamın ilişkisidir. girdiği sitelerde izlediği fanteziler denmiş. çocukların o sitelere girmesi de yasaktır.,07.07.2019 15:58 ~ 16:00
iznogoud,464712,sokak çocuğu ali,138675,92260269,çöpçüler part 2'nin müjdesini vermiştir: _,07.07.2019 02:23
iznogoud,464712,photopea,5554723,92210011,"parasını verip aldığım gerçek photoshop her allah'ın günü en kritik zamanlarda lisans problemi çıkarıp uğraştırırken beş kuruş istemeden beş katı hızda açılan uygulama.""fotopya"" şeklinde okunuyormuş.",06.07.2019 00:07 ~ 01:11
iznogoud,464712,confortable numb,6096575,92142312,tekrar edelim: (bkz: my table is comfortable),04.07.2019 16:25
iznogoud,464712,muazzez ilmiye çığ,61853,92138122,(bkz: hüseyin kemal eke),04.07.2019 14:33
iznogoud,464712,anlamsız ciddi erkek sesleri,6096301,92131439,(bkz: rabarba),04.07.2019 11:30
iznogoud,464712,sinema ve dizi tarihindeki pisi pisine ölümler,5332504,92127764,oh my god! they killed kenny!(bkz: south park),04.07.2019 09:50
iznogoud,464712,dünyanın en kısa ve hüzünlü şiiri,3073729,92127614,önce birinci ahmetsonra ikinci ahmetsonra üçüncü ahmetsonra karacaahmet,04.07.2019 09:46
iznogoud,464712,güçlü yavuzcan,3214984,92096657,"başarılı olduğu her tarafından belli olsa da anladığım kadarıyla sırf kenarından geçiyor diye endüstri ürünleri tasarımı bölümüne başkan yapılmış kişi. upuzun özgeçmişinde geçtiği kadarıyla ""patent ve endüstriyel tasarım vekili"" olması dışında tasarımla ilgili hiçbir background'u olmamış, şu tasarıma sahip bir sitesi olan tasarım bölümü başkanıdır.",03.07.2019 17:15
iznogoud,464712,side,75617,91531217,"tommy hilfiger, jack wolfskin, nike, adidas gibi markaların binlerce mağazasını ve corner'ını bulabileceğiniz, avm'lerdeki mağazalardan daha uygun fiyatlara ihtiyaçlarınızı karşılayabileceğiniz tatil beldesi. gözünüz kapalı alabilirsiniz.",21.06.2019 15:57 ~ 15:58
iznogoud,464712,canon irista,6046560,91230436,(bkz: irista),13.06.2019 15:46
iznogoud,464712,lava lambası,421484,91088326,sıcakken bir kez çalkalanınca ya da düşünce bir daha iflah olmayan icat.,10.06.2019 00:21
iznogoud,464712,bu vali tam bir it,6062997,90954461,(bkz: orgi havaalanı),06.06.2019 17:24
iznogoud,464712,bayram namazına diye gidip dolanıp geri gelmek,4487284,90872015,kamuda çalışıp cuma öğle yemeğini yemekhane yerine gözden uzak bir yerde yemekten çok farklı değildir.,04.06.2019 08:37
